# Probe Set ID	Gene Symbol
16815579	NUDT16L1 
16815601	LOC440335 
16815609	UBN1 
16815652	ALG1 
16815721	METTL22 
16815735	ABAT 
16815756	PMM2 
16815774	C16orf72 
16815791	ATF7IP2 
16815807	LOC100287628  
16815815	NUBP1 
16815855	CLEC16A 
16815905	RMI2 
16815914	SNN 
16815925	SNX29 
16815971	ERCC4 
16815985	MKL2 
16816018	MIR365A 
16816020	BFAR 
16816034	NPIP 
16816102	NOMO1 
16816138	MIR3670-1 
16816140	PDXDC1 
16816186	C16orf45 
16816200	NDE1 
16816214	ABCC1 
16816249	NOMO3 
16816283	MIR3179-1 
16816285	MIR3670-1 
16816287	PKD1P1 
16816343	NPIP 
16816408	COQ7 
16816418	ITPRIPL2 
16816424	SYT17 
16816447	TMC5 
16816479	CCP110 
16816497	C16orf62 
16816542	IQCK 
16816563	ACSM5 
16816604	ACSM3 
16816627	LOC81691 
16816650	LYRM1 
16816687	LOC100652992 
16816692	METTL9 
16816739	UQCRC2 
16816756	C16orf52 
16816813	EEF2K 
16816833	POLR3E 
16816860	SMG1P1 
16816901	NPIPL3 
16816938	LOC653786 
16816978	SCNN1B 
16816996	UBFD1 
16817006	DCTN5 
16817017	PLK1 
16817090	RBBP6 
16817119	TNRC6A 
16817182	LCMT1 
16817204	HS3ST4 
16817254	IL4R 
16817283	KIAA0556 
16879094	VIT 
16817337	CCDC101 
16817363	EIF3C 
16817408	ATXN2L 
16817458	ATP2A1 
16817509	NFATC2IP 
16817521	SPNS1 
16817537	LAT 
16817562	RRN3P2 
16817583	SNX29P2 
16817601	LOC606724 
16817603	SLX1B-SULT1A4 
16817630	QPRT 
16817647	KIF22 
16817666	MAZ 
16817685	C16orf53 
16817692	MVP 
16817736	TMEM219 
16817744	TAOK2 
16817769	INO80E 
16817790	ALDOA 
16817811	PPP4C 
16817824	CORO1A 
16817839	SLX1A-SULT1A3 
16817860	MYLPF 
16817869	ZNF48 
16817876	ZNF771 
16817918	MIR4518 
16817933	PRR14 
16817945	FBRS 
16817973	SRCAP 
16818017	PHKG2 
16818034	RNF40 
16818064	CTF1 
16818083	ORAI3 
16818114	HSD3B7 
16818125	STX4 
16818165	BCKDK 
16818184	KAT8 
16818207	FUS 
16818239	ITGAM 
16818272	ITGAX 
16818305	ITGAD 
16818359	TGFB1I1 
16818374	SLC5A2 
16818394	AHSP 
16818412	ZNF720 
16818431	ZNF267 
16818446	IGHV1-12 
16818451	TP53TG3  
16818461	LOC100289574 
16818473	LOC100132941 
16818481	TP53TG3 
16818488	TP53TG3 
16818501	LOC653562  
16818522	RN5-8S2 
16818561	RN5S406 
16818565	RN5S408 
16818576	RN5S413 
16818590	RN5S420 
16818600	ORC6 
16818610	GPT2 
16818630	PHKB 
16818672	LONP2 
16818693	LONP2 
16818724	CNEP1R1 
16818733	HEATR3 
16818755	PAPD5 
16818773	ADCY7 
16818808	NKD1 
16818842	CYLD 
16818927	CHD9 
16818980	RBL2 
16819010	FTO 
16819064	MMP2 
16819082	LPCAT2 
16819109	SLC6A2 
16819176	MIR3935 
16819181	OGFOD1 
16819197	MT4 
16819207	MT2A 
16819213	MT1L 
16819224	MT1M 
16819244	MT1CP 
16819252	MT1F 
16819257	MT1H 
16819264	MT1X 
16819269	NUP93 
16819325	HERPUD1 
16819355	NLRC5 
16819430	CPNE2 
16819450	RSPRY1 
16819469	ARL2BP 
16819497	COQ9 
16819509	POLR2C 
16819539	GPR56 
16819563	GPR97 
16819600	KATNB1 
16819630	TEPP 
16819640	C16orf57 
16819653	MMP15 
16819666	CCDC113 
16819678	GINS3 
16819716	SETD6 
16819792	RN5S428 
16819794	CDH5 
16819816	BEAN1 
16819827	CMTM1 
16819856	CMTM3 
16819883	PDP2 
16819892	CES2 
16819952	CBFB 
16819961	C16orf70 
16819979	FBXL8 
16820029	HSF4 
16820034	NOL3 
16820041	E2F4 
16820053	ELMO3 
16820076	TMEM208 
16820157	HSD11B2 
16820168	FAM65A 
16820193	CTCF 
16820254	C16orf86 
16820285	THAP11 
16820289	NUTF2 
16820296	EDC4 
16820331	EDC4 
16820333	NRN1L 
16820339	PSKH1 
16820345	DUS2L 
16820367	NFATC3 
16820388	PLA2G15 
16820398	SLC7A6 
16820439	ZFP90 
16820463	CDH3 
16820486	CDH1 
16820508	TMCO7 
16820528	HAS3 
16820537	CIRH1A 
16820556	SNTB2 
16820572	VPS4A 
16820584	NIP7 
16820592	CYB5B 
16820601	NFAT5 
16820620	WWP2 
16820676	PDPR 
16820702	CLEC18C 
16820720	DDX19B 
16820737	DDX19A 
16820787	SF3B3 
16820832	LOC100130894 
16820883	MARVELD3 
16820893	ATXN1L 
16820900	IST1 
16820927	DHODH 
16820953	DHX38 
16821021	PSMD7 
16821033	NPIPL2 
16821047	ZNRF1 
16821056	ZFP1 
16821072	CHST6 
16821076	GABARAPL2 
16821083	TERF2IP 
16821139	MON1B 
16821162	NUDT7 
16821193	WWOX 
16821211	RN5S431 
16821239	CENPN 
16821256	ATMIN 
16821280	GAN 
16821296	CMIP 
16821330	PLCG2 
16821367	HSD17B2 
16821377	CDH13 
16821398	HSBP1 
16821404	MLYCD 
16821414	OSGIN1 
16821467	WFDC1 
16821511	KLHL36 
16821519	USP10 
16821541	CRISPLD2 
16821562	KIAA0513 
16821576	LOC400548 
16821585	KIAA0182 
16821614	COX4I1 
16821621	IRF8 
16821654	FOXF1 
16821697	MAP1LC3B 
16821737	LOC100506670 
16821740	BANP 
16821794	ZFPM1 
16821807	ZC3H18 
16821843	CTU2 
16821863	FLJ40448 
16821869	CDT1 
16821882	TRAPPC2L 
16821894	ACSF3 
16821924	LOC400558 
16821963	LOC100506251 
16821977	SPG7 
16822001	RPL13 
16822035	DPEP1 
16822089	ZNF276 
16822109	SPIRE2 
16822125	TCF25 
16822161	TUBB3 
16822187	DEF8 
16822208	AFG3L1P 
16822224	GAS8 
16822256	LOC729737 
16822265	WASH4P 
16822290	POLR3K 
16822296	RHBDF1 
16822330	NPRL3 
16822356	LUC7L 
16822408	AXIN1 
16822425	MRPL28 
16822438	TMEM8A 
16822466	C16orf13 
16822478	JMJD8 
16822490	WDR24 
16822516	CCDC78 
16822561	MSLNL 
16822589	GNG13 
16822629	TPSG1 
16822637	TPSB2 
16822652	TSR3 
16822661	UNKL 
16822699	C16orf91 
16822728	CLCN7 
16822762	IFT140 
16822801	NME3 
16822809	MRPS34 
16822815	SPSB3 
16822825	IGFALS 
16822831	HAGH 
16822864	HS3ST6 
16822868	MSRB1 
16822889	RPS2 
16822904	SNORA10 
16822913	RPS2 
16822917	RPS2 
16822928	NOXO1 
16822939	ZNF598 
16822953	NTHL1 
16823041	MIR3180-4 
16823043	LOC100507303 
16823074	C16orf79 
16823083	PGP 
16823087	ECI1 
16823097	RNPS1 
16823109	ABCA3 
16823146	CEMP1 
16823151	MIR3178 
16823153	PDPK2 
16823193	TCEB2 
16823215	PRSS22 
16823229	PKMYT1 
16823255	HCFC1R1 
16823263	CCDC64B 
16823275	LOC100653076  
16823299	ZNF200 
16823328	TIGD7 
16823338	ZNF434 
16823353	ZNF597 
16823359	C16orf90 
16823413	TRAP1 
16823433	CREBBP 
16823477	ADCY9 
16823512	TFAP4 
16823522	CORO7-PAM16 
16823561	NMRAL1 
16823570	C16orf5 
16823579	FAM100A 
16823585	LOC100507570 
16823588	ANKS3 
16823612	ZNF500 
16823636	ROGDI 
16823649	GLYR1 
16823719	FAM86A 
16823746	TMEM186 
16823750	CARHSP1 
16823756	USP7 
16823797	RN5S403 
16823825	EMP2 
16823860	DEXI 
16823866	SOCS1 
16823874	PRM3 
16823889	MIR548H2 
16823928	LITAF 
16823938	TXNDC11 
16823957	ZC3H7A 
16823984	BCAR4 
16823991	RSL1D1 
16824004	GSPT1 
16824046	CPPED1 
16824060	LOC100505672 
16824082	PARN 
16824109	PLA2G10 
16824123	MIR3180-2  
16824132	NTAN1 
16824143	RRN3 
16824166	LOC399491 
16824191	MIR3180-4 
16824193	NPIP 
16824208	KIAA0430 
16824258	MYH11 
16824301	FOPNL 
16824349	LOC100288162 
16824352	XYLT1 
16824366	PKD1P1 
16824400	NPIP 
16824423	MIR3670-1 
16824425	MIR3179-3  
16824429	NOMO2 
16824463	RPS15A 
16824470	ARL6IP1 
16824481	SMG1 
16824555	GDE1 
16824566	C16orf88 
16824572	GPRC5B 
16824681	THUMPD1 
16824690	ERI2 
16824706	DCUN1D3 
16824825	NPIPL3 
16824865	LOC100190986 
16824867	SMG1P1 
16824901	SLC7A5P2 
16824907	IGSF6 
16824989	CDR2 
16825012	USP31 
16825035	COG7 
16825057	GGA2 
16825081	EARS2 
16825097	NDUFAB1 
16825104	PALB2 
16825154	ARHGAP17 
16825177	LOC100506655 
16825181	ZKSCAN2 
16825196	NSMCE1 
16825210	GTF3C1 
16825252	GSG1L 
16825266	XPO6 
16825306	EIF3CL 
16825333	CLN3 
16825365	IL27 
16825371	NUPR1 
16825377	SULT1A2 
16825410	TUFM 
16825427	RABEP2 
16825449	NPIPL3 
16825465	BOLA2 
16825468	BOLA2 
16825484	NPIPL3 
16825503	SMG1P1 
16825535	SLC7A5P1 
16825539	C16orf54 
16825548	CDIPT 
16825561	SEZ6L2 
16825583	KCTD13 
16825592	HIRIP3 
16825614	FAM57B 
16825638	YPEL3 
16825647	GDPD3 
16825661	MAPK3 
16825683	BOLA2 
16825699	NPIPL3 
16825722	SMG1P1 
16825753	CD2BP2 
16825763	TBC1D10B 
16825794	DCTPP1 
16825800	SEPHS2 
16825810	LOC100506928 
16825819	ZNF747 
16825828	ZNF764 
16825888	ZNF629 
16825897	BCL7C 
16825907	MIR4519 
16825923	ZNF668 
16825956	VKORC1 
16825970	PRSS8 
16825980	PRSS36 
16825997	PYCARD 
16826019	C16orf58 
16826040	HERC2P4 
16826075	LOC390705 
16826086	SLC6A10P 
16826118	LOC100505948 
16826133	LOC100130700 
16826160	SHCBP1 
16826175	VPS35 
16826212	C16orf87 
16826218	DNAJA2 
16826230	NETO2 
16826243	ITFG1 
16826273	ITFG1 
16826356	SIAH1 
16826367	N4BP1 
16826389	ZNF423 
16826414	BRD7 
16826460	SALL1 
16826539	AKTIP 
16826552	RPGRIP1L 
16826586	IRX3 
16826606	CRNDE 
16826639	CES1 
16826692	AMFR 
16826708	NUDT21 
16826718	BBS2 
16826738	MT1G 
16826743	FAM192A 
16826755	LOC100653273  
16826760	PLLP 
16826767	CIAPIN1 
16826779	DOK4 
16826791	CCDC102A 
16826803	KIFC3 
16826864	ZNF319 
16826871	C16orf80 
16826879	CSNK2A2 
16826892	CSNK2A2 
16826909	CNOT1 
16826966	SNORA46 
16826968	SNORA50 
16826970	SLC38A7 
16826985	GOT2 
16827041	CDH11 
16827103	TK2 
16827123	CMTM4 
16827131	DYNC1LI2 
16827170	NAE1 
16827227	RRAD 
16827234	FAM96B 
16827245	B3GNT9 
16827248	TRADD 
16827264	EXOC3L1 
16827282	LRRC29 
16827344	TPPP3 
16827353	ZDHHC1 
16827366	ATP6V0D1 
16827387	LOC100505942 
16827394	ACD 
16827410	C16orf48 
16827420	GFOD2 
16827427	RANBP10 
16827449	CENPT 
16827474	CTRL 
16827483	PSMB10 
16827502	SLC12A4 
16827546	DPEP2 
16827566	DDX28 
16827574	ESRP2 
16827594	SLC7A6OS 
16827630	CHTF8 
16827645	COG8 
16827662	TERF2 
16827675	MIR1538 
16827679	NQO1 
16827687	NOB1 
16827700	PDXDC2P 
16827735	LOC400541 
16827761	EXOSC6 
16827764	AARS 
16827787	LOC100506083 
16827793	ST3GAL2 
16827805	COG4 
16827833	MTSS1L 
16827850	VAC14 
16827996	FTSJD1 
16828046	PHLPP2 
16828074	AP1G1 
16828108	SNORD71 
16828153	TXNL4B 
16828210	ZFHX3 
16828248	LOC100506201 
16828292	GLG1 
16828327	RFWD3 
16828344	MLKL 
16828357	FA2H 
16828367	WDR59 
16828427	BCAR1 
16828450	CFDP1 
16828462	TMEM170A 
16828499	ADAT1 
16828514	KARS 
16828550	ADAMTS18 
16828577	MAF 
16828608	CDYL2 
16828622	CMC2 
16828630	C16orf46 
16828640	GCSH 
16828705	MPHOSPH6 
16828734	MBTPS1 
16828762	HSDL1 
16828810	KIAA1609 
16828826	COTL1 
16828841	ZDHHC7 
16828897	C16orf74 
16828903	MIR1910 
16828905	EMC8 
16828980	MTHFSD 
16829014	C16orf95 
16829024	FBXO31 
16829037	ZCCHC14 
16829063	KLHDC4 
16829085	SLC7A5 
16829130	CYBA 
16829139	MVD 
16829153	SNAI3 
16829158	RNF166 
16829170	PIEZO1 
16829235	APRT 
16829242	GALNS 
16829293	SLC22A31 
16829302	ANKRD11 
16829328	CHMP1A 
16829343	SPATA2L 
16829369	FANCA 
16829422	CENPBD1 
16829426	DBNDD1 
16829437	LOC100130015 
16829472	LOC100506388 
16829476	C17orf97 
16829486	FAM57A 
16829498	RNMTL1 
16829508	TIMM22 
16829529	PITPNA-AS1 
16829532	WDR81 
16829570	SERPINF1 
16829580	RPA1 
16829602	DPH1 
16829629	SRR 
16829667	PAFAH1B1 
16829690	RAP1GAP2 
16829728	ASPA 
16829738	CTNS 
16829758	EMC6 
16829764	GSG2 
16829769	CYB5D2 
16829786	SPNS3 
16829801	SPNS2 
16829835	ARRB2 
16829852	MED11 
16829874	TM4SF5 
16829885	PSMB6 
16829894	PLD2 
16829922	MINK1 
16829960	C17orf107 
16829972	RNF167 
16830016	KIF1C 
16830041	ZFP3 
16830045	LOC100506676 
16830103	RABEP1 
16830146	MIS12 
16830158	WSCD1 
16830182	TXNDC17 
16830202	XAF1 
16830257	RNASEK-C17ORF49 
16830284	BCL6B 
16830295	SLC16A13 
16830302	ACADVL 
16830326	C17orf81 
16830398	KCTD11 
16830412	TNK1 
16830428	NLGN2 
16830432	NLGN2 
16830469	CHRNB1 
16830488	POLR2A 
16830520	TNFSF12-TNFSF13 
16830543	SENP3-EIF4A1 
16830573	SNORA48 
16830575	SNORD10 
17118329	LOC100506966 
16830589	MPDU1 
16830607	SHBG 
16830621	ATP1B2 
16830752	RPL29P2 
16830754	KDM6B 
16830778	TMEM88 
16830789	CHD3 
16830837	SCARNA21 
16830839	CNTROB 
16830863	GUCY2D 
16830905	MIR4314 
16830912	MIR3676 
16830914	PFAS 
16830947	RANGRF 
16830957	ARHGEF15 
16830988	NDEL1 
16831046	USP43 
16831102	C17orf48 
16831203	MAP2K4 
16831217	MIR744 
16831285	COX10 
16831306	HS3ST3B1 
16831313	MGC12916 
16831338	ZNF286A 
16831381	MEIS3P1  
16831383	ADORA2B 
16831388	TTC19 
16831413	PIGL 
16831442	TRPV2 
16831464	C17orf76-AS1 
16831486	CCDC144A 
16831525	CCDC144A 
16831527	CCDC144A 
16831529	USP32P1 
16831550	FAM106CP 
16831562	MPRIP 
16831609	SMCR9 
16831614	MED9 
16831621	RAI1 
16831667	C17orf39 
16831681	DRG2 
16831789	ALKBH5 
16831800	LLGL1 
16831828	SMCR7 
16831839	SMCR8 
16831862	LOC339240 
16831890	LGALS9C 
16831905	FOXO3 
16831958	PRPSAP2 
16832005	SNORD3B-1 
16832007	KYNUP1 
16832015	LOC100132472 
16832024	GRAPL 
16832031	SNORD3A 
16832033	KYNUP1 
16832041	LOC79999 
16832049	EPN2 
16832071	MAPK7 
16832131	SNORA59A 
17050765	KCND2 
16832168	SPECC1 
16832194	CCDC144C 
16832218	FAM106B 
16832255	DHRS7B 
16832268	MAP2K3 
16832319	WSB1 
16832350	KSR1 
16832405	NLK 
16832423	PYY2 
16832429	TMEM97 
16832438	TNFAIP1 
16832449	TMEM199 
16832518	SUPT6H 
16832558	SNORD4A  
16832568	SNORD4B 
16832570	NEK8 
16832588	TRAF4 
16832610	ERAL1 
16832634	PIPOX 
16832649	CRYBA1 
16832658	TAOK1 
16832686	TP53I13 
16832751	NSRP1 
16832768	CPD 
16832792	GOSR1 
16832820	LRRC37BP1 
16832833	SH3GL1P2 
16832852	ATAD5 
16832880	ADAP2 
16832896	RNF135 
16832920	NF1 
16833000	RAB11FIP4 
16833024	MIR4725 
16833037	SUZ12 
16833082	RHOT1 
16833119	ZNF207 
16833139	PSMD11 
16833159	CDK5R1 
16833171	TMEM98 
16833204	CCL2 
16833224	CCL8 
16833231	CCL13 
16833259	ZNF830 
16833263	LIG3 
16833327	SLFN5 
16833345	AP2B1 
16833373	RASL10B 
16833384	TAF15 
16787902	SERPINA3 
16836333	SCPEP1 
16943336	TMEM45A 
16833441	ZNHIT3 
16833454	GGNBP2 
16833502	LHX1 
16833518	AATF 
16833533	MIR2909 
16833545	TADA2A 
16833567	DUSP14 
16833581	TBC1D3F 
16833605	MRPL45 
16833616	SOCS7 
16833629	ARHGAP23 
16833658	MLLT6 
16833689	CISD3 
16833698	PSMB3 
16833708	LASP1 
16833742	RPL19 
16833750	CDK12 
16833787	PPP1R1B 
16833802	STARD3 
16833831	PNMT 
16833839	ERBB2 
16833876	GRB7 
16833934	PSMD3 
16833953	CSF3 
16833965	THRA 
16833983	MSL1 
16833996	CASC3 
16834045	WIPF2 
16834056	CDC6 
16834071	RARA 
17088527	TLR4 
16834143	KRTAP9-2 
16834151	KRTAP9-8 
16834179	EIF1 
16834189	GAST 
16834196	FKBP10 
16834243	CNP 
16834273	STAT5A 
16834302	ATP6V0A1 
16834327	NAGLU 
16834341	HSD17B1 
16834351	COASY 
16834370	MLX 
16834381	TUBG1 
16834395	TUBG2 
16834436	RAMP2 
16834441	VPS25 
16834486	PSME3 
16834516	AOC3 
16834533	RUNDC1 
16834540	RPL27 
16834545	IFI35 
16834566	NBR2 
16834578	NBR1 
16834603	TMEM106A 
17079544	RGS22 
16834634	DHX8 
16834672	CD300LG 
16834689	NAGS 
16834700	G6PC3 
16834725	ASB16 
16834733	TMUB2 
16834749	RUNDC3A 
16834766	GRN 
16834840	ADAM11 
16834867	HIGD1B 
16834883	NMT1 
16834921	HEXIM1 
16834925	HEXIM2 
16834931	FMNL1 
16834961	LOC100133991 
16834975	ARL17A 
16834981	MGC57346 
16835042	KANSL1-AS1 
16835064	NSFP1 
16835071	LRRC37A2 
16835087	NSF 
16835125	GOSR2 
16835141	CDC27 
16835143	MYL4 
16835158	ITGB3 
16835174	C17orf57 
16835213	NPEPPS 
16835272	KPNB1 
16835313	TBX21 
16835335	SP2 
16835346	PNPO 
16835356	CDK5RAP3 
16689969	DPYD 
16835386	SNX11 
16835447	CALCOCO2 
16835483	ATP5G1 
16835497	UBE2Z 
16835517	IGF2BP1 
16835556	ABI3 
16835604	NXPH3 
16835615	KAT7 
16835656	DLX4 
16835672	ITGA3 
16835743	SGCA 
16835781	XYLT2 
16835909	EPN3 
16836021	ABCC3 
16836072	LUC7L3 
16836131	NME1-NME2 
16836156	UTP18 
16836214	TOM1L1 
16836232	STXBP4 
16836260	HLF 
16836277	PCTP 
16836292	ANKFN1 
16836311	NOG 
16836315	DGKE 
17095870	OGN 
16836351	AKAP1 
16836375	MSI2 
16836404	DYNLL2 
16836412	MSX2P1 
16836457	RAD51C 
16836492	PRR11 
16836504	SMG8 
16836511	GDPD1 
16836528	YPEL2 
16836538	DHX40 
16836564	CLTC 
16836609	VMP1 
16836624	MIR21 
16836626	RPS6KB1 
16836684	PPM1D 
16836697	BCAS3 
16836735	TBX2 
16836749	C17orf82 
16836753	TBX4 
16836788	METTL2A 
16836799	TLK2 
16836824	MRC2 
16836868	TANC2 
16836896	ACE 
16836965	DCAF7 
16836977	TACO1 
16836985	MAP3K3 
16837004	DDX42 
16837029	PSMC5 
16837044	TCAM1P 
16837055	C17orf72 
16837065	CEP95 
16837128	PRKCA 
16837191	PITPNC1 
16837205	NOL11 
16837226	SNORA38B 
16837230	BPTF 
16837270	KPNA2 
16837284	LOC100499466 
16837296	LOC440461 
16837298	AMZ2 
16837308	ARSG 
16837326	PRKAR1A 
16837348	MAP2K6 
16837382	KCNJ16 
16837391	KCNJ2 
16837418	SOX9 
16837433	COG1 
16837451	C17orf80 
16837482	RPL38 
16837493	TTYH2 
16837537	KIF19 
16837571	GPRC5C 
16837587	CD300A 
16837634	SLC9A3R1 
16837646	TMEM104 
16837681	CDR2L 
16837689	ICT1 
16837699	KCTD2 
16837709	SLC16A5 
16837721	ARMC7 
16837729	NUP85 
16837754	MRPS7 
16837762	LOC100287042 
16837768	KIAA0195 
16837803	TSEN54 
16837820	LLGL2 
16837849	MYO15B 
16837915	C17orf109 
16837921	C17orf110 
16837924	SAP30BP 
16837938	ITGB4 
16837979	UNK 
16838017	GALR2 
16838022	ZACN 
16838049	FAM100B 
16838059	SPHK1 
16838085	PRCD 
16838094	LOC100507246 
16838107	METTL23 
16838116	MFSD11 
16838169	LINC00338 
16838207	SEPT9 
16838300	TMC8 
16838320	C17orf99 
16838330	SYNGR2 
16838359	BIRC5 
16838392	PGS1 
16838418	C1QTNF1 
16838427	ENGASE 
16838464	CBX2 
16838509	GAA 
16838533	CARD14 
16838561	SLC26A11 
16838581	RNF213 
16838663	ENDOV 
16838696	MIR4730 
16838737	CHMP6 
16838750	BAIAP2 
16838774	MIR3065 
16838787	C17orf89 
16838847	CCDC137 
16838855	HGS 
16838879	MRPL12 
16838887	SLC25A10 
16838917	ANAPC11 
16838926	NPB 
16838931	MAFG-AS1 
16838937	ASPSCR1 
16838957	LRRC45 
16838977	RAC3 
16838988	GPS1 
16839019	SLC16A3 
16839038	UTS2R 
16839046	HEXDC 
16839063	NARF 
16839086	FOXK2 
16839106	FN3KRP 
16839116	FN3K 
16839131	TBCD 
16839177	METRNL 
16839220	FAM101B 
16839224	VPS53 
16839254	GEMIN4 
16839261	GLOD4 
16839277	NXN 
16839294	ABR 
16839331	YWHAE 
16839345	CRK 
16839352	MYO1C 
16839388	INPP5K 
16839412	PITPNA 
16839425	SLC43A2 
16839445	SCARF1 
16839462	RILP 
16839473	PRPF8 
16839519	TLCD2 
16839524	MIR22HG 
16839531	SMYD4 
16839554	SMG6 
16839582	TSR1 
16839606	MNT 
16839621	METTL16 
16839642	KIAA0664 
16839692	OR1E2 
16839695	SPATA22 
16839757	SHPK 
16839769	P2RX5-TAX1BP3 
16839836	C17orf85 
16839887	ATP2A3 
16839913	ZZEF1 
16839971	RN5S434 
16839976	ANKFY1 
16840006	UBE2G1 
16840018	MYBBP1A 
16840087	PELP1 
16968098	CXCL13 
16840122	VMO1 
16840128	LOC284014 
16840131	CHRNE 
16840145	SLC25A11 
16840155	PFN1 
16840161	SPAG7 
16840170	CAMTA2 
16840210	SLC52A1 
16840224	ZNF232 
16840235	ZNF594 
16860971	HAMP 
16840262	NUP88 
16840284	C1QBP 
16840293	DHX33 
16840308	DERL2 
16840352	AIPL1 
16840383	KIAA0753 
16840406	RN5S435 
16840408	MED31 
16840448	LOC100506713 
16840455	MIR497HG 
16840486	ASGR2 
16840548	MIR324 
16840550	DVL2 
16840568	PHF23 
16840579	GABARAP 
16840587	CTDNEP1 
16840599	CLDN7 
16840620	GPS2 
16840667	PLSCR3 
16840685	ZBTB4 
16840703	FXR2 
16840723	SAT2 
16840732	TP53 
16840759	LSMD1 
16840769	LOC284023 
16840788	TRAPPC1 
16840817	ALOXE3 
16840876	VAMP2 
16840885	TMEM107 
16840898	C17orf59 
16840902	AURKB 
16840915	LINC00324 
16840919	CTC1 
16840945	SLC25A35 
16840970	RPL26 
16840982	MYH10 
16841056	MFSD6L 
16841083	PIK3R5 
16841106	STX8 
16841137	GAS7 
16841425	SCO1 
16841435	TMEM220 
16841481	MIR1269B 
16841483	ELAC2 
16841542	COX10-AS1 
16841546	CDRT15 
16841561	PMP22 
16841577	MIR4731 
16841608	FAM18B2-CDRT4 
16841662	TRIM16 
16841696	ZSWIM7 
16841707	NCOR1 
16841768	CENPV 
16841791	ZNF287 
16841802	ZNF624 
16841811	KRT16P2 
16841817	KRT17P1 
16841852	PLD6 
16841858	FLCN 
16841885	COPS3 
16841907	RASD1 
16841913	PEMT 
16841941	SREBF1 
16841982	TOM1L2 
16842007	ATPAF2 
16842027	FLII 
16842070	TOP3A 
16842103	SHMT1 
16842128	USP32P2 
16842143	FAM106A 
16842147	CCDC144C  
16842183	ZNF286B 
16842196	FAM83G 
16842221	LOC79999 
16842229	KYNUP1 
16842237	SNORD3C 
16842242	B9D1 
16842264	MIR1180 
16842266	MFAP4 
16842350	ULK2 
16842382	AKAP10 
16842403	LGALS9B 
16842452	USP22 
16842472	TMEM11 
16842477	C17orf103 
16842512	LOC100506418 
16842515	MIR4522 
16842517	NOS2 
16842572	KRT18P55 
16842576	IFT20 
16842587	POLDIP2 
16842598	SEBOX 
16842602	VTN 
16842618	SLC46A1 
16842626	UNC119 
16842637	PIGS 
16842659	ALDOC 
16842673	SPAG5 
16842701	SGK494 
16842722	KIAA0100 
16842766	SDF2 
16842786	NARR  
16842812	TLCD1 
16842821	FAM222B 
16842832	MIR4732 
16842834	FLOT2 
16842850	DHRS13 
16842856	PHF12 
16842909	MYO18A 
16842984	NUFIP2 
16842995	ABHD15 
16842999	GIT1 
16843026	CORO6 
16843049	SSH2 
16843078	SLC6A4 
16843098	BLMH 
16843131	CRLF3 
16843142	TEFM 
16843156	LOC100506582 
16843158	OMG 
16843162	EVI2B 
16843167	EVI2A 
16843179	C17orf79 
16843187	UTP6 
16843213	RN5S437 
16843221	C17orf75 
16843241	MYO1D 
16843340	RFFL 
16843376	NLE1 
16843417	SLFN12 
16843429	SLFN13 
16843462	PEX12 
16843511	CCL5 
17059776	SAMD9L 
16843578	CCL3 
16843585	TBC1D3B 
17027082	HLA-DRB3 
16843608	TBC1D3H 
16843635	TBC1D3H 
16843654	TBC1D3 
16843658	TBC1D3G 
16843680	MYO19 
16843728	ACACA 
16843795	SYNRG 
16843829	DDX52 
16843881	TBC1D3 
16843906	LOC440434 
16843985	RN5S440 
16843987	PCGF2 
16844000	PIP4K2B 
16844013	CWC25 
16844031	RPL23 
16844044	SNORA21 
16844046	SNORA21 
16844061	PLXDC1 
16844137	FBXL20 
16844155	MED1 
16844189	PGAP3 
16844200	MIEN1 
16844207	IKZF3 
16844239	ORMDL3 
16844248	MED24 
16844294	NR1D1 
16844312	TOP2A 
16844356	TNS4 
16844381	CCR7 
16844386	SMARCE1 
16844509	KRT23 
16844634	KRTAP4-2 
16844640	KRTAP17-1 
16844684	KRT37 
16844775	KRT19 
17009760	FAM83B 
16844817	KRT16 
16844842	KRT42P 
16844872	JUP 
16844894	LEPREL4 
16844911	NT5C3L 
16844929	KLHL11 
16844936	ACLY 
16844967	DNAJC7 
16844999	DHX58 
16845019	KAT2A 
16845039	RAB5C 
16845073	HCRT 
16845096	STAT5B 
16845126	STAT3 
16845158	PTRF 
16845169	HSD17B1 
16845172	PSMC3IP 
16845185	FAM134C 
16845197	PLEKHH3 
16845222	EZH1 
16845246	HMGN2P42 
16845249	LOC100190938 
16845259	CCDC56 
16845263	BECN1 
16845278	LOC388387 
16845336	VAT1 
16845349	BRCA1 
16845384	TMEM106A-AS1 
16845391	LOC100130581 
16845427	MEOX1 
16845445	DUSP3 
16845518	TMEM101 
16845528	LSM12 
16845537	HDAC5 
16845567	C17orf65 
16845574	ATXN7L3 
16845589	UBTF 
16845657	SLC25A39 
16845713	GPATCH8 
16845727	CCDC43 
16845736	GJC1 
16845742	EFTUD2 
16845794	KIF18B 
16845817	DCAKD 
16845826	PLCD3 
16845899	ARHGAP27 
16845929	ARHGAP27 
16845937	PLEKHM1 
16845973	KANSL1 
16845996	ARL17A 
16846006	ARL17A 
16846039	LOC100653329 
16846045	CDC27 
16846084	MRPL45P2 
16846121	MRPL10 
16846132	SCRN2 
16846152	LOC100506325 
16846163	COPZ2 
16846173	MIR152 
16846181	CBX1 
16761176	KLRB1 
16846218	HOXB2 
16846226	HOXB3 
16846271	HOXB7 
16846339	SNF8 
